Source,Target,Type,Id,Weight
68,100,Undirected,773,0.578587
69,1,Undirected,774,1.6617
69,2,Undirected,775,1.22052
69,5,Undirected,776,1.41693
69,9,Undirected,777,1.54117
69,13,Undirected,778,1.23385
69,14,Undirected,779,1.5885
69,20,Undirected,780,1.13709
69,26,Undirected,781,1.25829
69,32,Undirected,782,0.966691
69,43,Undirected,783,0.868432
69,53,Undirected,784,0.804277
69,56,Undirected,785,0.797761
69,61,Undirected,786,0.689439
69,71,Undirected,787,0.568364
69,74,Undirected,788,1415.65
69,95,Undirected,789,0.10543
70,41,Undirected,790,24.0853
70,54,Undirected,791,2.76892
70,78,Undirected,792,3.42919
70,82,Undirected,793,8.33641
70,86,Undirected,794,3.5499
70,90,Undirected,795,0.985564
70,91,Undirected,796,0.823643
70,92,Undirected,797,0.676918
70,93,Undirected,798,0.67488
70,94,Undirected,799,0.711348
70,95,Undirected,800,0.713523
70,96,Undirected,801,0.603593
70,97,Undirected,802,0.571388
70,98,Undirected,803,0.583454
70,99,Undirected,804,0.568788
70,100,Undirected,805,0.524482
71,1,Undirected,806,1.86415
71,2,Undirected,807,1.32335
71,5,Undirected,808,1.56069
71,9,Undirected,809,1.71367
71,13,Undirected,810,1.33927
71,14,Undirected,811,1.77253
71,20,Undirected,812,1.22425
71,26,Undirected,813,1.36855
71,32,Undirected,814,1.02516
71,43,Undirected,815,0.912455
71,45,Undirected,816,0.763961
71,53,Undirected,817,0.839723
71,56,Undirected,818,0.832375
71,61,Undirected,819,0.711292
71,69,Undirected,820,0.508139
71,83,Undirected,821,0.50918
72,4,Undirected,822,2.53339
72,21,Undirected,823,2.07302
72,24,Undirected,824,2.84404
72,29,Undirected,825,1.77594
72,35,Undirected,826,1.50822
72,40,Undirected,827,1.45668
72,49,Undirected,828,1.18894
72,58,Undirected,829,0.825122
72,59,Undirected,830,1.05663
72,60,Undirected,831,0.901473
72,65,Undirected,832,0.805848
72,66,Undirected,833,0.864092
72,67,Undirected,834,0.748454
72,74,Undirected,835,0.541479
72,76,Undirected,836,0.497518
72,78,Undirected,837,0.497526
72,81,Undirected,838,0.815378
73,18,Undirected,839,3.45724
73,25,Undirected,840,6.97119
73,47,Undirected,841,2.79019
73,48,Undirected,842,3.55056
73,51,Undirected,843,2.96642
73,52,Undirected,844,2.84905
73,55,Undirected,845,0.30868
73,63,Undirected,846,1.84647
73,75,Undirected,847,0.890002
73,77,Undirected,848,0.784615
73,79,Undirected,849,0.801508
73,80,Undirected,850,0.697147
73,81,Undirected,851,0.688244
73,83,Undirected,852,0.61404
73,84,Undirected,853,0.627466
73,85,Undirected,854,0.619881
73,88,Undirected,855,0.514357
73,89,Undirected,856,0.561698
74,4,Undirected,857,2.16867
74,7,Undirected,858,2.23193
74,11,Undirected,859,2.12992
74,21,Undirected,860,1.82247
74,29,Undirected,861,1.59126
74,35,Undirected,862,1.37692
74,40,Undirected,863,1.33494
74,58,Undirected,864,0.798569
74,59,Undirected,865,1.00036
74,60,Undirected,866,0.865859
74,65,Undirected,867,0.781459
74,66,Undirected,868,0.83301
74,67,Undirected,869,0.730204
74,69,Undirected,870,1670.34
