Source,Target,Type,Id,Weight
43,9,Undirected,541,1.66776
43,11,Undirected,542,2.13799
43,16,Undirected,543,2.09316
43,18,Undirected,544,1.66843
43,29,Undirected,545,1.39364
43,35,Undirected,546,1.03623
43,38,Undirected,547,0.510204
43,40,Undirected,548,1.595
43,52,Undirected,549,1.23629
43,54,Undirected,550,1.21013
43,80,Undirected,551,0.696872
43,87,Undirected,552,0.566563
43,96,Undirected,553,0.540634
43,97,Undirected,554,0.540487
44,1,Undirected,555,1.80841
44,25,Undirected,556,1.77328
44,26,Undirected,557,1.49374
44,28,Undirected,558,1.61656
44,33,Undirected,559,1.2965
44,48,Undirected,560,1658.88
44,49,Undirected,561,1.22389
44,54,Undirected,562,1.03842
44,66,Undirected,563,0.719983
44,72,Undirected,564,0.676889
44,86,Undirected,565,0.657197
44,90,Undirected,566,0.234304
44,91,Undirected,567,0.534567
44,98,Undirected,568,0.496413
45,9,Undirected,569,1.77559
45,12,Undirected,570,1.9776
45,13,Undirected,571,2.45116
45,15,Undirected,572,1.92201
45,30,Undirected,573,1.51573
45,51,Undirected,574,1.50815
45,55,Undirected,575,1.24381
45,60,Undirected,576,0.930399
45,62,Undirected,577,0.858203
45,67,Undirected,578,0.245804
45,92,Undirected,579,0.757437
45,94,Undirected,580,0.747073
45,95,Undirected,581,0.670347
45,97,Undirected,582,0.571397
46,3,Undirected,583,1.83355
46,6,Undirected,584,1.79379
46,7,Undirected,585,1.61414
46,8,Undirected,586,1.563
46,13,Undirected,587,0.444439
46,17,Undirected,588,1.59703
46,38,Undirected,589,1.88831
46,47,Undirected,590,1.44342
46,53,Undirected,591,1.22965
46,55,Undirected,592,1.12547
46,67,Undirected,593,0.835312
46,79,Undirected,594,0.664354
46,85,Undirected,595,0.576315
46,89,Undirected,596,0.594333
46,93,Undirected,597,0.59484
47,25,Undirected,598,3.01623
47,46,Undirected,599,1.44298
47,65,Undirected,600,6.11966
47,66,Undirected,601,1.02983
47,67,Undirected,602,1.08064
47,69,Undirected,603,0.86612
47,74,Undirected,604,0.864574
47,75,Undirected,605,0.990968
47,79,Undirected,606,0.834446
47,85,Undirected,607,0.712006
47,89,Undirected,608,0.736807
47,91,Undirected,609,0.734686
47,93,Undirected,610,0.737516
47,95,Undirected,611,0.839849
47,98,Undirected,612,0.676193
48,2,Undirected,613,1.30279
48,12,Undirected,614,1.57121
48,15,Undirected,615,1.53361
48,22,Undirected,616,1.2269
48,36,Undirected,617,1.18092
48,44,Undirected,618,1820.45
48,52,Undirected,619,1.10443
48,60,Undirected,620,0.814897
48,62,Undirected,621,0.758197
48,65,Undirected,622,0.777352
48,70,Undirected,623,0.891979
48,74,Undirected,624,0.403657
48,80,Undirected,625,0.661808
48,84,Undirected,626,0.594267
48,94,Undirected,627,0.669421
49,1,Undirected,628,2.79338
49,24,Undirected,629,1.9399
49,28,Undirected,630,2.44204
49,44,Undirected,631,1.30104
49,58,Undirected,632,0.904398
49,63,Undirected,633,1.08699
49,64,Undirected,634,0.95043
49,66,Undirected,635,0.960925
49,68,Undirected,636,0.95043
49,74,Undirected,637,0.809712
49,78,Undirected,638,0.903041
49,79,Undirected,639,0.764112
49,88,Undirected,640,0.778228
49,91,Undirected,641,0.690256
49,98,Undirected,642,0.636258
50,24,Undirected,643,1.57345
50,32,Undirected,644,1.83534
50,37,Undirected,645,1.70464
50,39,Undirected,646,1.3417
50,53,Undirected,647,4.7595
50,56,Undirected,648,0.990321
50,58,Undirected,649,0.788253
50,64,Undirected,650,0.825101
50,66,Undirected,651,0.878478
50,68,Undirected,652,0.825101
50,75,Undirected,653,0.805123
50,78,Undirected,654,0.787164
50,88,Undirected,655,0.686092
50,90,Undirected,656,0.678115
50,96,Undirected,657,0.567726
51,12,Undirected,658,2.26376
51,13,Undirected,659,2.81989
51,15,Undirected,660,2.19875
51,23,Undirected,661,1.76325
51,26,Undirected,662,0.444447
51,45,Undirected,663,1.65289
51,60,Undirected,664,1.05047
51,62,Undirected,665,0.967805
51,65,Undirected,666,0.995608
51,84,Undirected,667,0.735825
51,87,Undirected,668,0.672425
51,92,Undirected,669,0.852685
51,94,Undirected,670,0.840862
51,97,Undirected,671,0.640975
51,100,Undirected,672,0.658351
52,11,Undirected,673,2.1768
52,15,Undirected,674,1.8526
52,16,Undirected,675,2.1335
52,18,Undirected,676,1.71961
52,35,Undirected,677,1.08938
52,43,Undirected,678,1.40158
52,48,Undirected,679,1.08329
52,60,Undirected,680,0.928324
52,62,Undirected,681,0.859009
52,70,Undirected,682,1.02349
52,80,Undirected,683,0.742491
52,84,Undirected,684,0.661887
52,94,Undirected,685,0.751622
52,97,Undirected,686,0.580085
52,98,Undirected,687,0.572287
53,31,Undirected,688,1.76689
53,38,Undirected,689,2.26067
53,41,Undirected,690,1.80924
53,46,Undirected,691,1.22875
53,50,Undirected,692,4.74752
53,56,Undirected,693,0.942112
53,67,Undirected,694,0.93958
53,70,Undirected,695,1.07433
53,73,Undirected,696,0.919888
53,85,Undirected,697,0.635071
53,89,Undirected,698,0.655938
53,92,Undirected,699,0.795453
53,93,Undirected,700,0.656533
53,97,Undirected,701,0.603361
53,100,Undirected,702,0.619227
54,11,Undirected,703,2.20728
54,16,Undirected,704,2.16395
54,18,Undirected,705,1.74887
54,22,Undirected,706,1.47581
54,29,Undirected,707,1.47546
54,33,Undirected,708,1.63138
54,35,Undirected,709,1.11326
54,43,Undirected,710,1.4287
54,44,Undirected,711,1.16401
54,70,Undirected,712,0.277057
54,72,Undirected,713,0.824292
54,74,Undirected,714,0.749176
54,87,Undirected,715,0.623564
54,91,Undirected,716,0.64489
54,98,Undirected,717,0.597243
55,7,Undirected,718,1.73152
55,21,Undirected,719,2.04733
55,36,Undirected,720,1.35079
55,45,Undirected,721,1.38147
55,46,Undirected,722,1.14059
55,59,Undirected,723,1.32071
55,62,Undirected,724,0.844936
55,68,Undirected,725,4.97788
55,79,Undirected,726,0.698152
55,80,Undirected,727,0.732483
55,85,Undirected,728,0.604122
55,89,Undirected,729,0.623331
55,93,Undirected,730,0.623873
55,94,Undirected,731,0.741322
55,100,Undirected,732,0.64854
56,20,Undirected,733,1.72482
56,24,Undirected,734,1.46413
56,29,Undirected,735,2.48401
56,32,Undirected,736,1.68219
56,33,Undirected,737,1.42897
56,50,Undirected,738,1.12477
56,53,Undirected,739,1.07271
56,58,Undirected,740,0.77591
56,64,Undirected,741,0.809586
56,68,Undirected,742,0.809586
56,71,Undirected,743,0.840174
56,75,Undirected,744,0.791352
56,78,Undirected,745,0.774911
56,82,Undirected,746,0.792321
56,88,Undirected,747,0.681645
56,90,Undirected,748,0.674228
57,5,Undirected,749,2.20153
57,22,Undirected,750,0.61871
57,27,Undirected,751,1.42151
57,30,Undirected,752,9.25656
57,39,Undirected,753,1.26306
57,40,Undirected,754,1.45913
57,42,Undirected,755,1.34327
57,61,Undirected,756,0.940554
57,76,Undirected,757,0.809717
57,77,Undirected,758,0.757833
57,78,Undirected,759,0.773101
